"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2011Q1","Belgium","Total","Total","Total","Total positive decisions","Person","1,080"
"2011Q1","Bulgaria","Total","Total","Total","Total positive decisions","Person","35"
"2011Q1","Czech Republic","Total","Total","Total","Total positive decisions","Person","125"
"2011Q1","Denmark","Total","Total","Total","Total positive decisions","Person","275"
"2011Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","2,520"
"2011Q1","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2011Q1","Ireland","Total","Total","Total","Total positive decisions","Person","15"
"2011Q1","Greece","Total","Total","Total","Total positive decisions","Person","75"
"2011Q1","Spain","Total","Total","Total","Total positive decisions","Person","180"
"2011Q1","France","Total","Total","Total","Total positive decisions","Person","1,105"
"2011Q1","Italy","Total","Total","Total","Total positive decisions","Person","1,125"
"2011Q1","Cyprus","Total","Total","Total","Total positive decisions","Person","10"
"2011Q1","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2011Q1","Lithuania","Total","Total","Total","Total positive decisions","Person","5"
"2011Q1","Luxembourg","Total","Total","Total","Total positive decisions","Person","10"
"2011Q1","Hungary","Total","Total","Total","Total positive decisions","Person","35"
"2011Q1","Malta","Total","Total","Total","Total positive decisions","Person","15"
"2011Q1","Netherlands","Total","Total","Total","Total positive decisions","Person","1,855"
"2011Q1","Austria","Total","Total","Total","Total positive decisions","Person","1,035"
"2011Q1","Poland","Total","Total","Total","Total positive decisions","Person","105"
"2011Q1","Portugal","Total","Total","Total","Total positive decisions","Person","25"
"2011Q1","Romania","Total","Total","Total","Total positive decisions","Person","25"
"2011Q1","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2011Q1","Slovakia","Total","Total","Total","Total positive decisions","Person","25"
"2011Q1","Finland","Total","Total","Total","Total positive decisions","Person","275"
"2011Q1","Sweden","Total","Total","Total","Total positive decisions","Person","1,775"
"2011Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,815"
"2011Q1","Norway","Total","Total","Total","Total positive decisions","Person","1,120"
"2011Q2","Belgium","Total","Total","Total","Total positive decisions","Person","1,125"
"2011Q2","Bulgaria","Total","Total","Total","Total positive decisions","Person","55"
"2011Q2","Czech Republic","Total","Total","Total","Total positive decisions","Person","75"
"2011Q2","Denmark","Total","Total","Total","Total positive decisions","Person","335"
"2011Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","2,390"
"2011Q2","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2011Q2","Ireland","Total","Total","Total","Total positive decisions","Person","25"
"2011Q2","Greece","Total","Total","Total","Total positive decisions","Person","55"
"2011Q2","Spain","Total","Total","Total","Total positive decisions","Person","145"
"2011Q2","France","Total","Total","Total","Total positive decisions","Person","1,195"
"2011Q2","Italy","Total","Total","Total","Total positive decisions","Person","1,620"
"2011Q2","Cyprus","Total","Total","Total","Total positive decisions","Person","25"
"2011Q2","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2011Q2","Lithuania","Total","Total","Total","Total positive decisions","Person","0"
"2011Q2","Luxembourg","Total","Total","Total","Total positive decisions","Person","10"
"2011Q2","Hungary","Total","Total","Total","Total positive decisions","Person","45"
"2011Q2","Malta","Total","Total","Total","Total positive decisions","Person","470"
"2011Q2","Netherlands","Total","Total","Total","Total positive decisions","Person","1,750"
"2011Q2","Austria","Total","Total","Total","Total positive decisions","Person","905"
"2011Q2","Poland","Total","Total","Total","Total positive decisions","Person","140"
"2011Q2","Portugal","Total","Total","Total","Total positive decisions","Person","10"
"2011Q2","Romania","Total","Total","Total","Total positive decisions","Person","15"
"2011Q2","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2011Q2","Slovakia","Total","Total","Total","Total positive decisions","Person","30"
"2011Q2","Finland","Total","Total","Total","Total positive decisions","Person","220"
"2011Q2","Sweden","Total","Total","Total","Total positive decisions","Person","2,165"
"2011Q2","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,605"
"2011Q2","Norway","Total","Total","Total","Total positive decisions","Person","935"
"2011Q3","Belgium","Total","Total","Total","Total positive decisions","Person","1,400"
"2011Q3","Bulgaria","Total","Total","Total","Total positive decisions","Person","45"
"2011Q3","Czech Republic","Total","Total","Total","Total positive decisions","Person","65"
"2011Q3","Denmark","Total","Total","Total","Total positive decisions","Person","355"
"2011Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","2,500"
"2011Q3","Estonia","Total","Total","Total","Total positive decisions","Person","5"
"2011Q3","Ireland","Total","Total","Total","Total positive decisions","Person","10"
"2011Q3","Greece","Total","Total","Total","Total positive decisions","Person","35"
"2011Q3","Spain","Total","Total","Total","Total positive decisions","Person","345"
"2011Q3","France","Total","Total","Total","Total positive decisions","Person","1,075"
"2011Q3","Italy","Total","Total","Total","Total positive decisions","Person","2,125"
"2011Q3","Cyprus","Total","Total","Total","Total positive decisions","Person","25"
"2011Q3","Latvia","Total","Total","Total","Total positive decisions","Person","0"
"2011Q3","Lithuania","Total","Total","Total","Total positive decisions","Person","10"
"2011Q3","Luxembourg","Total","Total","Total","Total positive decisions","Person","5"
"2011Q3","Hungary","Total","Total","Total","Total positive decisions","Person","30"
"2011Q3","Malta","Total","Total","Total","Total positive decisions","Person","240"
"2011Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","1,475"
"2011Q3","Austria","Total","Total","Total","Total positive decisions","Person","1,080"
"2011Q3","Poland","Total","Total","Total","Total positive decisions","Person","125"
"2011Q3","Portugal","Total","Total","Total","Total positive decisions","Person","10"
"2011Q3","Romania","Total","Total","Total","Total positive decisions","Person","30"
"2011Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2011Q3","Slovakia","Total","Total","Total","Total positive decisions","Person","25"
"2011Q3","Finland","Total","Total","Total","Total positive decisions","Person","210"
"2011Q3","Sweden","Total","Total","Total","Total positive decisions","Person","2,160"
"2011Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,945"
"2011Q3","Norway","Total","Total","Total","Total positive decisions","Person","755"
"2011Q4","Belgium","Total","Total","Total","Total positive decisions","Person","1,470"
"2011Q4","Bulgaria","Total","Total","Total","Total positive decisions","Person","55"
"2011Q4","Czech Republic","Total","Total","Total","Total positive decisions","Person","55"
"2011Q4","Denmark","Total","Total","Total","Total positive decisions","Person","350"
"2011Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","2,265"
"2011Q4","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2011Q4","Ireland","Total","Total","Total","Total positive decisions","Person","20"
"2011Q4","Greece","Total","Total","Total","Total positive decisions","Person","15"
"2011Q4","Spain","Total","Total","Total","Total positive decisions","Person","315"
"2011Q4","France","Total","Total","Total","Total positive decisions","Person","1,245"
"2011Q4","Italy","Total","Total","Total","Total positive decisions","Person","2,290"
"2011Q4","Cyprus","Total","Total","Total","Total positive decisions","Person","5"
"2011Q4","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2011Q4","Lithuania","Total","Total","Total","Total positive decisions","Person","5"
"2011Q4","Luxembourg","Total","Total","Total","Total positive decisions","Person","10"
"2011Q4","Hungary","Total","Total","Total","Total positive decisions","Person","45"
"2011Q4","Malta","Total","Total","Total","Total positive decisions","Person","160"
"2011Q4","Netherlands","Total","Total","Total","Total positive decisions","Person","1,745"
"2011Q4","Austria","Total","Total","Total","Total positive decisions","Person","1,065"
"2011Q4","Poland","Total","Total","Total","Total positive decisions","Person","110"
"2011Q4","Portugal","Total","Total","Total","Total positive decisions","Person","20"
"2011Q4","Romania","Total","Total","Total","Total positive decisions","Person","10"
"2011Q4","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2011Q4","Slovakia","Total","Total","Total","Total positive decisions","Person","40"
"2011Q4","Finland","Total","Total","Total","Total positive decisions","Person","355"
"2011Q4","Sweden","Total","Total","Total","Total positive decisions","Person","2,695"
"2011Q4","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,875"
"2011Q4","Norway","Total","Total","Total","Total positive decisions","Person","1,205"
"2012Q1","Belgium","Total","Total","Total","Total positive decisions","Person","1,085"
"2012Q1","Bulgaria","Total","Total","Total","Total positive decisions","Person","40"
"2012Q1","Czech Republic","Total","Total","Total","Total positive decisions","Person","60"
"2012Q1","Denmark","Total","Total","Total","Total positive decisions","Person","370"
"2012Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","2,470"
"2012Q1","Estonia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q1","Ireland","Total","Total","Total","Total positive decisions","Person","15"
"2012Q1","Greece","Total","Total","Total","Total positive decisions","Person","15"
"2012Q1","Spain","Total","Total","Total","Total positive decisions","Person","110"
"2012Q1","France","Total","Total","Total","Total positive decisions","Person","2,045"
"2012Q1","Italy","Total","Total","Total","Total positive decisions","Person","3,160"
"2012Q1","Cyprus","Total","Total","Total","Total positive decisions","Person","50"
"2012Q1","Latvia","Total","Total","Total","Total positive decisions","Person","10"
"2012Q1","Lithuania","Total","Total","Total","Total positive decisions","Person","10"
"2012Q1","Luxembourg","Total","Total","Total","Total positive decisions","Person","15"
"2012Q1","Hungary","Total","Total","Total","Total positive decisions","Person","90"
"2012Q1","Malta","Total","Total","Total","Total positive decisions","Person","230"
"2012Q1","Netherlands","Total","Total","Total","Total positive decisions","Person","1,400"
"2012Q1","Austria","Total","Total","Total","Total positive decisions","Person","1,085"
"2012Q1","Poland","Total","Total","Total","Total positive decisions","Person","180"
"2012Q1","Portugal","Total","Total","Total","Total positive decisions","Person","25"
"2012Q1","Romania","Total","Total","Total","Total positive decisions","Person","10"
"2012Q1","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q1","Slovakia","Total","Total","Total","Total positive decisions","Person","45"
"2012Q1","Finland","Total","Total","Total","Total positive decisions","Person","265"
"2012Q1","Sweden","Total","Total","Total","Total positive decisions","Person","2,135"
"2012Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,045"
"2012Q1","Norway","Total","Total","Total","Total positive decisions","Person","1,575"
"2012Q2","Belgium","Total","Total","Total","Total positive decisions","Person","1,310"
"2012Q2","Bulgaria","Total","Total","Total","Total positive decisions","Person","65"
"2012Q2","Czech Republic","Total","Total","Total","Total positive decisions","Person","40"
"2012Q2","Denmark","Total","Total","Total","Total positive decisions","Person","335"
"2012Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","5,995"
"2012Q2","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2012Q2","Ireland","Total","Total","Total","Total positive decisions","Person","20"
"2012Q2","Greece","Total","Total","Total","Total positive decisions","Person","15"
"2012Q2","Spain","Total","Total","Total","Total positive decisions","Person","115"
"2012Q2","France","Total","Total","Total","Total positive decisions","Person","2,195"
"2012Q2","Italy","Total","Total","Total","Total positive decisions","Person","3,320"
"2012Q2","Cyprus","Total","Total","Total","Total positive decisions","Person","15"
"2012Q2","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q2","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2012Q2","Luxembourg","Total","Total","Total","Total positive decisions","Person","10"
"2012Q2","Hungary","Total","Total","Total","Total positive decisions","Person","100"
"2012Q2","Malta","Total","Total","Total","Total positive decisions","Person","90"
"2012Q2","Netherlands","Total","Total","Total","Total positive decisions","Person","990"
"2012Q2","Austria","Total","Total","Total","Total positive decisions","Person","1,035"
"2012Q2","Poland","Total","Total","Total","Total positive decisions","Person","95"
"2012Q2","Portugal","Total","Total","Total","Total positive decisions","Person","25"
"2012Q2","Romania","Total","Total","Total","Total positive decisions","Person","55"
"2012Q2","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2012Q2","Slovakia","Total","Total","Total","Total positive decisions","Person","10"
"2012Q2","Finland","Total","Total","Total","Total positive decisions","Person","395"
"2012Q2","Sweden","Total","Total","Total","Total positive decisions","Person","2,300"
"2012Q2","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,750"
"2012Q2","Norway","Total","Total","Total","Total positive decisions","Person","910"
"2012Q3","Belgium","Total","Total","Total","Total positive decisions","Person","1,325"
"2012Q3","Bulgaria","Total","Total","Total","Total positive decisions","Person","40"
"2012Q3","Czech Republic","Total","Total","Total","Total positive decisions","Person","35"
"2012Q3","Denmark","Total","Total","Total","Total positive decisions","Person","365"
"2012Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","4,565"
"2012Q3","Estonia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q3","Ireland","Total","Total","Total","Total positive decisions","Person","25"
"2012Q3","Greece","Total","Total","Total","Total positive decisions","Person","0"
"2012Q3","Spain","Total","Total","Total","Total positive decisions","Person","150"
"2012Q3","France","Total","Total","Total","Total positive decisions","Person","1,840"
"2012Q3","Italy","Total","Total","Total","Total positive decisions","Person","2,185"
"2012Q3","Cyprus","Total","Total","Total","Total positive decisions","Person","30"
"2012Q3","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q3","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2012Q3","Luxembourg","Total","Total","Total","Total positive decisions","Person","0"
"2012Q3","Hungary","Total","Total","Total","Total positive decisions","Person","80"
"2012Q3","Malta","Total","Total","Total","Total positive decisions","Person","475"
"2012Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","1,465"
"2012Q3","Austria","Total","Total","Total","Total positive decisions","Person","1,120"
"2012Q3","Poland","Total","Total","Total","Total positive decisions","Person","125"
"2012Q3","Portugal","Total","Total","Total","Total positive decisions","Person","10"
"2012Q3","Romania","Total","Total","Total","Total positive decisions","Person","65"
"2012Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q3","Slovakia","Total","Total","Total","Total positive decisions","Person","50"
"2012Q3","Finland","Total","Total","Total","Total positive decisions","Person","390"
"2012Q3","Sweden","Total","Total","Total","Total positive decisions","Person","2,920"
"2012Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,045"
"2012Q3","Norway","Total","Total","Total","Total positive decisions","Person","1,165"
"2012Q4","Belgium","Total","Total","Total","Total positive decisions","Person","1,830"
"2012Q4","Bulgaria","Total","Total","Total","Total positive decisions","Person","30"
"2012Q4","Czech Republic","Total","Total","Total","Total positive decisions","Person","40"
"2012Q4","Denmark","Total","Total","Total","Total positive decisions","Person","630"
"2012Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","4,115"
"2012Q4","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2012Q4","Ireland","Total","Total","Total","Total positive decisions","Person","40"
"2012Q4","Greece","Total","Total","Total","Total positive decisions","Person","65"
"2012Q4","Spain","Total","Total","Total","Total positive decisions","Person","150"
"2012Q4","France","Total","Total","Total","Total positive decisions","Person","2,560"
"2012Q4","Italy","Total","Total","Total","Total positive decisions","Person","13,365"
"2012Q4","Cyprus","Total","Total","Total","Total positive decisions","Person","15"
"2012Q4","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q4","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2012Q4","Luxembourg","Total","Total","Total","Total positive decisions","Person","15"
"2012Q4","Hungary","Total","Total","Total","Total positive decisions","Person","80"
"2012Q4","Malta","Total","Total","Total","Total positive decisions","Person","640"
"2012Q4","Netherlands","Total","Total","Total","Total positive decisions","Person","1,650"
"2012Q4","Austria","Total","Total","Total","Total positive decisions","Person","1,215"
"2012Q4","Poland","Total","Total","Total","Total positive decisions","Person","120"
"2012Q4","Portugal","Total","Total","Total","Total positive decisions","Person","35"
"2012Q4","Romania","Total","Total","Total","Total positive decisions","Person","100"
"2012Q4","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2012Q4","Slovakia","Total","Total","Total","Total positive decisions","Person","85"
"2012Q4","Finland","Total","Total","Total","Total positive decisions","Person","510"
"2012Q4","Sweden","Total","Total","Total","Total positive decisions","Person","5,040"
"2012Q4","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,010"
"2012Q4","Norway","Total","Total","Total","Total positive decisions","Person","1,525"
"2013Q1","Belgium","Total","Total","Total","Total positive decisions","Person","1,650"
"2013Q1","Bulgaria","Total","Total","Total","Total positive decisions","Person","165"
"2013Q1","Czech Republic","Total","Total","Total","Total positive decisions","Person","55"
"2013Q1","Denmark","Total","Total","Total","Total positive decisions","Person","485"
"2013Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","4,900"
"2013Q1","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2013Q1","Ireland","Total","Total","Total","Total positive decisions","Person","30"
"2013Q1","Greece","Total","Total","Total","Total positive decisions","Person","70"
"2013Q1","Spain","Total","Total","Total","Total positive decisions","Person","105"
"2013Q1","France","Total","Total","Total","Total positive decisions","Person","2,105"
"2013Q1","Italy","Total","Total","Total","Total positive decisions","Person","4,490"
"2013Q1","Cyprus","Total","Total","Total","Total positive decisions","Person","0"
"2013Q1","Latvia","Total","Total","Total","Total positive decisions","Person","10"
"2013Q1","Lithuania","Total","Total","Total","Total positive decisions","Person","10"
"2013Q1","Luxembourg","Total","Total","Total","Total positive decisions","Person","20"
"2013Q1","Hungary","Total","Total","Total","Total positive decisions","Person","65"
"2013Q1","Malta","Total","Total","Total","Total positive decisions","Person","470"
"2013Q1","Netherlands","Total","Total","Total","Total positive decisions","Person","1,305"
"2013Q1","Austria","Total","Total","Total","Total positive decisions","Person","1,185"
"2013Q1","Poland","Total","Total","Total","Total positive decisions","Person","145"
"2013Q1","Portugal","Total","Total","Total","Total positive decisions","Person","45"
"2013Q1","Romania","Total","Total","Total","Total positive decisions","Person","165"
"2013Q1","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2013Q1","Slovakia","Total","Total","Total","Total positive decisions","Person","15"
"2013Q1","Finland","Total","Total","Total","Total positive decisions","Person","400"
"2013Q1","Sweden","Total","Total","Total","Total positive decisions","Person","4,520"
"2013Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,715"
"2013Q1","Norway","Total","Total","Total","Total positive decisions","Person","1,340"
"2013Q2","Belgium","Total","Total","Total","Total positive decisions","Person","1,540"
"2013Q2","Bulgaria","Total","Total","Total","Total positive decisions","Person","240"
"2013Q2","Czech Republic","Total","Total","Total","Total positive decisions","Person","70"
"2013Q2","Denmark","Total","Total","Total","Total positive decisions","Person","480"
"2013Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","5,105"
"2013Q2","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2013Q2","Ireland","Total","Total","Total","Total positive decisions","Person","60"
"2013Q2","Greece","Total","Total","Total","Total positive decisions","Person","30"
"2013Q2","Spain","Total","Total","Total","Total positive decisions","Person","140"
"2013Q2","France","Total","Total","Total","Total positive decisions","Person","2,945"
"2013Q2","Italy","Total","Total","Total","Total positive decisions","Person","3,410"
"2013Q2","Cyprus","Total","Total","Total","Total positive decisions","Person","20"
"2013Q2","Latvia","Total","Total","Total","Total positive decisions","Person","10"
"2013Q2","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2013Q2","Luxembourg","Total","Total","Total","Total positive decisions","Person","40"
"2013Q2","Hungary","Total","Total","Total","Total positive decisions","Person","85"
"2013Q2","Malta","Total","Total","Total","Total positive decisions","Person","270"
"2013Q2","Netherlands","Total","Total","Total","Total positive decisions","Person","1,155"
"2013Q2","Austria","Total","Total","Total","Total positive decisions","Person","1,250"
"2013Q2","Poland","Total","Total","Total","Total positive decisions","Person","225"
"2013Q2","Portugal","Total","Total","Total","Total positive decisions","Person","55"
"2013Q2","Romania","Total","Total","Total","Total positive decisions","Person","270"
"2013Q2","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2013Q2","Slovakia","Total","Total","Total","Total positive decisions","Person","15"
"2013Q2","Finland","Total","Total","Total","Total positive decisions","Person","440"
"2013Q2","Sweden","Total","Total","Total","Total positive decisions","Person","5,635"
"2013Q2","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,300"
"2013Q2","Norway","Total","Total","Total","Total positive decisions","Person","1,130"
"2013Q3","Belgium","Total","Total","Total","Total positive decisions","Person","1,630"
"2013Q3","Bulgaria","Total","Total","Total","Total positive decisions","Person","575"
"2013Q3","Czech Republic","Total","Total","Total","Total positive decisions","Person","90"
"2013Q3","Denmark","Total","Total","Total","Total positive decisions","Person","555"
"2013Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","5,125"
"2013Q3","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2013Q3","Ireland","Total","Total","Total","Total positive decisions","Person","35"
"2013Q3","Greece","Total","Total","Total","Total positive decisions","Person","55"
"2013Q3","Spain","Total","Total","Total","Total positive decisions","Person","90"
"2013Q3","France","Total","Total","Total","Total positive decisions","Person","2,530"
"2013Q3","Italy","Total","Total","Total","Total positive decisions","Person","3,010"
"2013Q3","Cyprus","Total","Total","Total","Total positive decisions","Person","65"
"2013Q3","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2013Q3","Lithuania","Total","Total","Total","Total positive decisions","Person","20"
"2013Q3","Luxembourg","Total","Total","Total","Total positive decisions","Person","45"
"2013Q3","Hungary","Total","Total","Total","Total positive decisions","Person","80"
"2013Q3","Malta","Total","Total","Total","Total positive decisions","Person","290"
"2013Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","1,400"
"2013Q3","Austria","Total","Total","Total","Total positive decisions","Person","1,195"
"2013Q3","Poland","Total","Total","Total","Total positive decisions","Person","205"
"2013Q3","Portugal","Total","Total","Total","Total positive decisions","Person","30"
"2013Q3","Romania","Total","Total","Total","Total positive decisions","Person","240"
"2013Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","15"
"2013Q3","Slovakia","Total","Total","Total","Total positive decisions","Person","20"
"2013Q3","Finland","Total","Total","Total","Total positive decisions","Person","420"
"2013Q3","Sweden","Total","Total","Total","Total positive decisions","Person","5,170"
"2013Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,005"
"2013Q3","Norway","Total","Total","Total","Total positive decisions","Person","1,265"
"2013Q4","Belgium","Total","Total","Total","Total positive decisions","Person","1,460"
"2013Q4","Bulgaria","Total","Total","Total","Total positive decisions","Person","1,475"
"2013Q4","Czech Republic","Total","Total","Total","Total positive decisions","Person","130"
"2013Q4","Denmark","Total","Total","Total","Total positive decisions","Person","1,290"
"2013Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","4,995"
"2013Q4","Estonia","Total","Total","Total","Total positive decisions","Person","5"
"2013Q4","Ireland","Total","Total","Total","Total positive decisions","Person","25"
"2013Q4","Greece","Total","Total","Total","Total positive decisions","Person","350"
"2013Q4","Spain","Total","Total","Total","Total positive decisions","Person","200"
"2013Q4","France","Total","Total","Total","Total positive decisions","Person","3,125"
"2013Q4","Italy","Total","Total","Total","Total positive decisions","Person","3,485"
"2013Q4","Cyprus","Total","Total","Total","Total positive decisions","Person","80"
"2013Q4","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2013Q4","Lithuania","Total","Total","Total","Total positive decisions","Person","5"
"2013Q4","Luxembourg","Total","Total","Total","Total positive decisions","Person","25"
"2013Q4","Hungary","Total","Total","Total","Total positive decisions","Person","130"
"2013Q4","Malta","Total","Total","Total","Total positive decisions","Person","580"
"2013Q4","Netherlands","Total","Total","Total","Total positive decisions","Person","2,110"
"2013Q4","Austria","Total","Total","Total","Total positive decisions","Person","1,290"
"2013Q4","Poland","Total","Total","Total","Total positive decisions","Person","110"
"2013Q4","Portugal","Total","Total","Total","Total positive decisions","Person","5"
"2013Q4","Romania","Total","Total","Total","Total positive decisions","Person","240"
"2013Q4","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2013Q4","Slovakia","Total","Total","Total","Total positive decisions","Person","20"
"2013Q4","Finland","Total","Total","Total","Total positive decisions","Person","390"
"2013Q4","Sweden","Total","Total","Total","Total positive decisions","Person","8,690"
"2013Q4","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,530"
"2013Q4","Norway","Total","Total","Total","Total positive decisions","Person","2,035"
