"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2014Q1","Belgium","Total","Total","Total","Total positive decisions","Person","1,660"
"2014Q1","Bulgaria","Total","Total","Total","Total positive decisions","Person","2,795"
"2014Q1","Czech Republic","Total","Total","Total","Total positive decisions","Person","50"
"2014Q1","Denmark","Total","Total","Total","Total positive decisions","Person","935"
"2014Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","8,045"
"2014Q1","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2014Q1","Ireland","Total","Total","Total","Total positive decisions","Person","70"
"2014Q1","Greece","Total","Total","Total","Total positive decisions","Person","340"
"2014Q1","Spain","Total","Total","Total","Total positive decisions","Person","165"
"2014Q1","France","Total","Total","Total","Total positive decisions","Person","3,380"
"2014Q1","Italy","Total","Total","Total","Total positive decisions","Person","4,670"
"2014Q1","Cyprus","Total","Total","Total","Total positive decisions","Person","145"
"2014Q1","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2014Q1","Lithuania","Total","Total","Total","Total positive decisions","Person","25"
"2014Q1","Luxembourg","Total","Total","Total","Total positive decisions","Person","30"
"2014Q1","Hungary","Total","Total","Total","Total positive decisions","Person","95"
"2014Q1","Malta","Total","Total","Total","Total positive decisions","Person","380"
"2014Q1","Netherlands","Total","Total","Total","Total positive decisions","Person","1,735"
"2014Q1","Austria","Total","Total","Total","Total positive decisions","Person","545"
"2014Q1","Poland","Total","Total","Total","Total positive decisions","Person","200"
"2014Q1","Portugal","Total","Total","Total","Total positive decisions","Person","10"
"2014Q1","Romania","Total","Total","Total","Total positive decisions","Person","180"
"2014Q1","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2014Q1","Slovakia","Total","Total","Total","Total positive decisions","Person","50"
"2014Q1","Finland","Total","Total","Total","Total positive decisions","Person","305"
"2014Q1","Sweden","Total","Total","Total","Total positive decisions","Person","7,945"
"2014Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,350"
"2014Q1","Norway","Total","Total","Total","Total positive decisions","Person","1,400"
"2014Q2","Belgium","Total","Total","Total","Total positive decisions","Person","1,760"
"2014Q2","Bulgaria","Total","Total","Total","Total positive decisions","Person","1,345"
"2014Q2","Czech Republic","Total","Total","Total","Total positive decisions","Person","85"
"2014Q2","Denmark","Total","Total","Total","Total positive decisions","Person","1,065"
"2014Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","8,020"
"2014Q2","Estonia","Total","Total","Total","Total positive decisions","Person","10"
"2014Q2","Ireland","Total","Total","Total","Total positive decisions","Person","80"
"2014Q2","Greece","Total","Total","Total","Total positive decisions","Person","500"
"2014Q2","Spain","Total","Total","Total","Total positive decisions","Person","195"
"2014Q2","France","Total","Total","Total","Total positive decisions","Person","3,445"
"2014Q2","Italy","Total","Total","Total","Total positive decisions","Person","5,250"
"2014Q2","Cyprus","Total","Total","Total","Total positive decisions","Person","195"
"2014Q2","Latvia","Total","Total","Total","Total positive decisions","Person","0"
"2014Q2","Lithuania","Total","Total","Total","Total positive decisions","Person","10"
"2014Q2","Luxembourg","Total","Total","Total","Total positive decisions","Person","25"
"2014Q2","Hungary","Total","Total","Total","Total positive decisions","Person","130"
"2014Q2","Malta","Total","Total","Total","Total positive decisions","Person","305"
"2014Q2","Netherlands","Total","Total","Total","Total positive decisions","Person","1,830"
"2014Q2","Austria","Total","Total","Total","Total positive decisions","Person","1,515"
"2014Q2","Poland","Total","Total","Total","Total positive decisions","Person","185"
"2014Q2","Portugal","Total","Total","Total","Total positive decisions","Person","5"
"2014Q2","Romania","Total","Total","Total","Total positive decisions","Person","205"
"2014Q2","Slovenia","Total","Total","Total","Total positive decisions","Person","15"
"2014Q2","Slovakia","Total","Total","Total","Total positive decisions","Person","45"
"2014Q2","Finland","Total","Total","Total","Total positive decisions","Person","275"
"2014Q2","Sweden","Total","Total","Total","Total positive decisions","Person","7,070"
"2014Q2","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,860"
"2014Q2","Norway","Total","Total","Total","Total positive decisions","Person","745"
"2014Q3","Belgium","Total","Total","Total","Total positive decisions","Person","2,025"
"2014Q3","Bulgaria","Total","Total","Total","Total positive decisions","Person","880"
"2014Q3","Czech Republic","Total","Total","Total","Total positive decisions","Person","85"
"2014Q3","Denmark","Total","Total","Total","Total positive decisions","Person","1,865"
"2014Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","9,585"
"2014Q3","Estonia","Total","Total","Total","Total positive decisions","Person","5"
"2014Q3","Ireland","Total","Total","Total","Total positive decisions","Person","130"
"2014Q3","Greece","Total","Total","Total","Total positive decisions","Person","415"
"2014Q3","Spain","Total","Total","Total","Total positive decisions","Person","855"
"2014Q3","France","Total","Total","Total","Total positive decisions","Person","3,270"
"2014Q3","Italy","Total","Total","Total","Total positive decisions","Person","5,500"
"2014Q3","Cyprus","Total","Total","Total","Total positive decisions","Person","320"
"2014Q3","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2014Q3","Lithuania","Total","Total","Total","Total positive decisions","Person","10"
"2014Q3","Luxembourg","Total","Total","Total","Total positive decisions","Person","15"
"2014Q3","Hungary","Total","Total","Total","Total positive decisions","Person","120"
"2014Q3","Malta","Total","Total","Total","Total positive decisions","Person","195"
"2014Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","4,330"
"2014Q3","Austria","Total","Total","Total","Total positive decisions","Person","1,830"
"2014Q3","Poland","Total","Total","Total","Total positive decisions","Person","140"
"2014Q3","Portugal","Total","Total","Total","Total positive decisions","Person","20"
"2014Q3","Romania","Total","Total","Total","Total positive decisions","Person","145"
"2014Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2014Q3","Slovakia","Total","Total","Total","Total positive decisions","Person","40"
"2014Q3","Finland","Total","Total","Total","Total positive decisions","Person","335"
"2014Q3","Sweden","Total","Total","Total","Total positive decisions","Person","7,660"
"2014Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","3,005"
"2014Q3","Norway","Total","Total","Total","Total positive decisions","Person","1,340"
"2014Q4","Belgium","Total","Total","Total","Total positive decisions","Person","2,610"
"2014Q4","Bulgaria","Total","Total","Total","Total positive decisions","Person","1,985"
"2014Q4","Czech Republic","Total","Total","Total","Total positive decisions","Person","155"
"2014Q4","Denmark","Total","Total","Total","Total positive decisions","Person","1,615"
"2014Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","14,910"
"2014Q4","Estonia","Total","Total","Total","Total positive decisions","Person","5"
"2014Q4","Ireland","Total","Total","Total","Total positive decisions","Person","125"
"2014Q4","Greece","Total","Total","Total","Total positive decisions","Person","720"
"2014Q4","Spain","Total","Total","Total","Total positive decisions","Person","370"
"2014Q4","France","Total","Total","Total","Total positive decisions","Person","4,715"
"2014Q4","Italy","Total","Total","Total","Total positive decisions","Person","5,165"
"2014Q4","Cyprus","Total","Total","Total","Total positive decisions","Person","340"
"2014Q4","Latvia","Total","Total","Total","Total positive decisions","Person","15"
"2014Q4","Lithuania","Total","Total","Total","Total positive decisions","Person","25"
"2014Q4","Luxembourg","Total","Total","Total","Total positive decisions","Person","50"
"2014Q4","Hungary","Total","Total","Total","Total positive decisions","Person","165"
"2014Q4","Malta","Total","Total","Total","Total positive decisions","Person","380"
"2014Q4","Netherlands","Total","Total","Total","Total positive decisions","Person","4,655"
"2014Q4","Austria","Total","Total","Total","Total positive decisions","Person","3,280"
"2014Q4","Poland","Total","Total","Total","Total positive decisions","Person","195"
"2014Q4","Portugal","Total","Total","Total","Total positive decisions","Person","70"
"2014Q4","Romania","Total","Total","Total","Total positive decisions","Person","205"
"2014Q4","Slovenia","Total","Total","Total","Total positive decisions","Person","15"
"2014Q4","Slovakia","Total","Total","Total","Total positive decisions","Person","35"
"2014Q4","Finland","Total","Total","Total","Total positive decisions","Person","350"
"2014Q4","Sweden","Total","Total","Total","Total positive decisions","Person","7,975"
"2014Q4","United Kingdom","Total","Total","Total","Total positive decisions","Person","3,905"
"2014Q4","Norway","Total","Total","Total","Total positive decisions","Person","1,425"
"2015Q1","Belgium","Total","Total","Total","Total positive decisions","Person","2,495"
"2015Q1","Bulgaria","Total","Total","Total","Total positive decisions","Person","1,095"
"2015Q1","Czech Republic","Total","Total","Total","Total positive decisions","Person","140"
"2015Q1","Denmark","Total","Total","Total","Total positive decisions","Person","3,280"
"2015Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","21,305"
"2015Q1","Estonia","Total","Total","Total","Total positive decisions","Person","10"
"2015Q1","Ireland","Total","Total","Total","Total positive decisions","Person","105"
"2015Q1","Greece","Total","Total","Total","Total positive decisions","Person","1,045"
"2015Q1","Spain","Total","Total","Total","Total positive decisions","Person","120"
"2015Q1","France","Total","Total","Total","Total positive decisions","Person","4,610"
"2015Q1","Italy","Total","Total","Total","Total positive decisions","Person","5,480"
"2015Q1","Cyprus","Total","Total","Total","Total positive decisions","Person","360"
"2015Q1","Latvia","Total","Total","Total","Total positive decisions","Person","0"
"2015Q1","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2015Q1","Luxembourg","Total","Total","Total","Total positive decisions","Person","65"
"2015Q1","Hungary","Total","Total","Total","Total positive decisions","Person","130"
"2015Q1","Malta","Total","Total","Total","Total positive decisions","Person","240"
"2015Q1","Netherlands","Total","Total","Total","Total positive decisions","Person","4,505"
"2015Q1","Austria","Total","Total","Total","Total positive decisions","Person","2,660"
"2015Q1","Poland","Total","Total","Total","Total positive decisions","Person","155"
"2015Q1","Portugal","Total","Total","Total","Total positive decisions","Person","45"
"2015Q1","Romania","Total","Total","Total","Total positive decisions","Person","105"
"2015Q1","Slovenia","Total","Total","Total","Total positive decisions","Person","15"
"2015Q1","Slovakia","Total","Total","Total","Total positive decisions","Person","20"
"2015Q1","Finland","Total","Total","Total","Total positive decisions","Person","315"
"2015Q1","Sweden","Total","Total","Total","Total positive decisions","Person","6,025"
"2015Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","4,280"
"2015Q1","Norway","Total","Total","Total","Total positive decisions","Person","1,615"
"2015Q2","Belgium","Total","Total","Total","Total positive decisions","Person","2,455"
"2015Q2","Bulgaria","Total","Total","Total","Total positive decisions","Person","1,925"
"2015Q2","Czech Republic","Total","Total","Total","Total positive decisions","Person","135"
"2015Q2","Denmark","Total","Total","Total","Total positive decisions","Person","2,385"
"2015Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","19,855"
"2015Q2","Estonia","Total","Total","Total","Total positive decisions","Person","20"
"2015Q2","Ireland","Total","Total","Total","Total positive decisions","Person","75"
"2015Q2","Greece","Total","Total","Total","Total positive decisions","Person","1,150"
"2015Q2","Spain","Total","Total","Total","Total positive decisions","Person","295"
"2015Q2","France","Total","Total","Total","Total positive decisions","Person","4,910"
"2015Q2","Italy","Total","Total","Total","Total positive decisions","Person","6,460"
"2015Q2","Cyprus","Total","Total","Total","Total positive decisions","Person","280"
"2015Q2","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2015Q2","Lithuania","Total","Total","Total","Total positive decisions","Person","30"
"2015Q2","Luxembourg","Total","Total","Total","Total positive decisions","Person","20"
"2015Q2","Hungary","Total","Total","Total","Total positive decisions","Person","110"
"2015Q2","Malta","Total","Total","Total","Total positive decisions","Person","240"
"2015Q2","Netherlands","Total","Total","Total","Total positive decisions","Person","2,075"
"2015Q2","Austria","Total","Total","Total","Total positive decisions","Person","3,690"
"2015Q2","Poland","Total","Total","Total","Total positive decisions","Person","120"
"2015Q2","Portugal","Total","Total","Total","Total positive decisions","Person","15"
"2015Q2","Romania","Total","Total","Total","Total positive decisions","Person","130"
"2015Q2","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2015Q2","Slovakia","Total","Total","Total","Total positive decisions","Person","30"
"2015Q2","Finland","Total","Total","Total","Total positive decisions","Person","340"
"2015Q2","Sweden","Total","Total","Total","Total positive decisions","Person","7,550"
"2015Q2","United Kingdom","Total","Total","Total","Total positive decisions","Person","3,250"
"2015Q2","Norway","Total","Total","Total","Total positive decisions","Person","1,440"
"2015Q3","Belgium","Total","Total","Total","Total positive decisions","Person","2,380"
"2015Q3","Bulgaria","Total","Total","Total","Total positive decisions","Person","1,830"
"2015Q3","Czech Republic","Total","Total","Total","Total positive decisions","Person","90"
"2015Q3","Denmark","Total","Total","Total","Total positive decisions","Person","1,900"
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","27,140"
"2015Q3","Estonia","Total","Total","Total","Total positive decisions","Person","30"
"2015Q3","Ireland","Total","Total","Total","Total positive decisions","Person","80"
"2015Q3","Greece","Total","Total","Total","Total positive decisions","Person","1,200"
"2015Q3","Spain","Total","Total","Total","Total positive decisions","Person","220"
"2015Q3","France","Total","Total","Total","Total positive decisions","Person","5,070"
"2015Q3","Italy","Total","Total","Total","Total positive decisions","Person","7,850"
"2015Q3","Cyprus","Total","Total","Total","Total positive decisions","Person","575"
"2015Q3","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2015Q3","Lithuania","Total","Total","Total","Total positive decisions","Person","5"
"2015Q3","Luxembourg","Total","Total","Total","Total positive decisions","Person","35"
"2015Q3","Hungary","Total","Total","Total","Total positive decisions","Person","110"
"2015Q3","Malta","Total","Total","Total","Total positive decisions","Person","320"
"2015Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","3,185"
"2015Q3","Austria","Total","Total","Total","Total positive decisions","Person","3,755"
"2015Q3","Poland","Total","Total","Total","Total positive decisions","Person","280"
"2015Q3","Portugal","Total","Total","Total","Total positive decisions","Person","95"
"2015Q3","Romania","Total","Total","Total","Total positive decisions","Person","125"
"2015Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2015Q3","Slovakia","Total","Total","Total","Total positive decisions","Person","15"
"2015Q3","Finland","Total","Total","Total","Total positive decisions","Person","405"
"2015Q3","Sweden","Total","Total","Total","Total positive decisions","Person","9,120"
"2015Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","3,230"
"2015Q3","Norway","Total","Total","Total","Total positive decisions","Person","1,570"
"2015Q4","Belgium","Total","Total","Total","Total positive decisions","Person","3,145"
"2015Q4","Bulgaria","Total","Total","Total","Total positive decisions","Person","745"
"2015Q4","Czech Republic","Total","Total","Total","Total positive decisions","Person","95"
"2015Q4","Denmark","Total","Total","Total","Total positive decisions","Person","2,350"
"2015Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","72,610"
"2015Q4","Estonia","Total","Total","Total","Total positive decisions","Person","20"
"2015Q4","Ireland","Total","Total","Total","Total positive decisions","Person","70"
"2015Q4","Greece","Total","Total","Total","Total positive decisions","Person","630"
"2015Q4","Spain","Total","Total","Total","Total positive decisions","Person","385"
"2015Q4","France","Total","Total","Total","Total positive decisions","Person","6,045"
"2015Q4","Italy","Total","Total","Total","Total positive decisions","Person","9,820"
"2015Q4","Cyprus","Total","Total","Total","Total positive decisions","Person","370"
"2015Q4","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2015Q4","Lithuania","Total","Total","Total","Total positive decisions","Person","35"
"2015Q4","Luxembourg","Total","Total","Total","Total positive decisions","Person","65"
"2015Q4","Hungary","Total","Total","Total","Total positive decisions","Person","160"
"2015Q4","Malta","Total","Total","Total","Total positive decisions","Person","455"
"2015Q4","Netherlands","Total","Total","Total","Total positive decisions","Person","6,685"
"2015Q4","Austria","Total","Total","Total","Total positive decisions","Person","4,935"
"2015Q4","Poland","Total","Total","Total","Total positive decisions","Person","85"
"2015Q4","Portugal","Total","Total","Total","Total positive decisions","Person","40"
"2015Q4","Romania","Total","Total","Total","Total positive decisions","Person","120"
"2015Q4","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2015Q4","Slovakia","Total","Total","Total","Total positive decisions","Person","15"
"2015Q4","Finland","Total","Total","Total","Total positive decisions","Person","615"
"2015Q4","Sweden","Total","Total","Total","Total positive decisions","Person","9,520"
"2015Q4","United Kingdom","Total","Total","Total","Total positive decisions","Person","3,195"
"2015Q4","Norway","Total","Total","Total","Total positive decisions","Person","1,625"
"2016Q1","Belgium","Total","Total","Total","Total positive decisions","Person","3,980"
"2016Q1","Bulgaria","Total","Total","Total","Total positive decisions","Person","265"
"2016Q1","Czech Republic","Total","Total","Total","Total positive decisions","Person","165"
"2016Q1","Denmark","Total","Total","Total","Total positive decisions","Person","1,705"
"2016Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","94,780"
"2016Q1","Estonia","Total","Total","Total","Total positive decisions","Person","30"
"2016Q1","Ireland","Total","Total","Total","Total positive decisions","Person","110"
"2016Q1","Greece","Total","Total","Total","Total positive decisions","Person","440"
"2016Q1","Spain","Total","Total","Total","Total positive decisions","Person","1,645"
"2016Q1","France","Total","Total","Total","Total positive decisions","Person","5,590"
"2016Q1","Italy","Total","Total","Total","Total positive decisions","Person","7,935"
"2016Q1","Cyprus","Total","Total","Total","Total positive decisions","Person","420"
"2016Q1","Latvia","Total","Total","Total","Total positive decisions","Person","25"
"2016Q1","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2016Q1","Luxembourg","Total","Total","Total","Total positive decisions","Person","130"
"2016Q1","Hungary","Total","Total","Total","Total positive decisions","Person","150"
"2016Q1","Malta","Total","Total","Total","Total positive decisions","Person","430"
"2016Q1","Netherlands","Total","Total","Total","Total positive decisions","Person","7,620"
"2016Q1","Austria","Total","Total","Total","Total positive decisions","Person","5,990"
"2016Q1","Poland","Total","Total","Total","Total positive decisions","Person","55"
"2016Q1","Portugal","Total","Total","Total","Total positive decisions","Person","120"
"2016Q1","Romania","Total","Total","Total","Total positive decisions","Person","95"
"2016Q1","Slovenia","Total","Total","Total","Total positive decisions","Person","20"
"2016Q1","Slovakia","Total","Total","Total","Total positive decisions","Person","160"
"2016Q1","Finland","Total","Total","Total","Total positive decisions","Person","1,190"
"2016Q1","Sweden","Total","Total","Total","Total positive decisions","Person","7,430"
"2016Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,765"
"2016Q1","Norway","Total","Total","Total","Total positive decisions","Person","1,725"
"2016Q2","Belgium","Total","Total","Total","Total positive decisions","Person","4,385"
"2016Q2","Bulgaria","Total","Total","Total","Total positive decisions","Person","230"
"2016Q2","Czech Republic","Total","Total","Total","Total positive decisions","Person","130"
"2016Q2","Denmark","Total","Total","Total","Total positive decisions","Person","2,585"
"2016Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","79,535"
"2016Q2","Estonia","Total","Total","Total","Total positive decisions","Person","35"
"2016Q2","Ireland","Total","Total","Total","Total positive decisions","Person","100"
"2016Q2","Greece","Total","Total","Total","Total positive decisions","Person","525"
"2016Q2","Spain","Total","Total","Total","Total positive decisions","Person","1,565"
"2016Q2","France","Total","Total","Total","Total positive decisions","Person","7,605"
"2016Q2","Italy","Total","Total","Total","Total positive decisions","Person","9,060"
"2016Q2","Cyprus","Total","Total","Total","Total positive decisions","Person","360"
"2016Q2","Latvia","Total","Total","Total","Total positive decisions","Person","20"
"2016Q2","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2016Q2","Luxembourg","Total","Total","Total","Total positive decisions","Person","135"
"2016Q2","Hungary","Total","Total","Total","Total positive decisions","Person","105"
"2016Q2","Malta","Total","Total","Total","Total positive decisions","Person","300"
"2016Q2","Netherlands","Total","Total","Total","Total positive decisions","Person","6,670"
"2016Q2","Austria","Total","Total","Total","Total positive decisions","Person","7,635"
"2016Q2","Poland","Total","Total","Total","Total positive decisions","Person","65"
"2016Q2","Portugal","Total","Total","Total","Total positive decisions","Person","45"
"2016Q2","Romania","Total","Total","Total","Total positive decisions","Person","120"
"2016Q2","Slovenia","Total","Total","Total","Total positive decisions","Person","40"
"2016Q2","Slovakia","Total","Total","Total","Total positive decisions","Person","15"
"2016Q2","Finland","Total","Total","Total","Total positive decisions","Person","1,555"
"2016Q2","Sweden","Total","Total","Total","Total positive decisions","Person","12,790"
"2016Q2","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,475"
"2016Q2","Norway","Total","Total","Total","Total positive decisions","Person","3,440"
"2016Q3","Belgium","Total","Total","Total","Total positive decisions","Person","3,390"
"2016Q3","Bulgaria","Total","Total","Total","Total positive decisions","Person","360"
"2016Q3","Czech Republic","Total","Total","Total","Total positive decisions","Person","90"
"2016Q3","Denmark","Total","Total","Total","Total positive decisions","Person","1,640"
"2016Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","119,075"
"2016Q3","Estonia","Total","Total","Total","Total positive decisions","Person","35"
"2016Q3","Ireland","Total","Total","Total","Total positive decisions","Person","145"
"2016Q3","Greece","Total","Total","Total","Total positive decisions","Person","560"
"2016Q3","Spain","Total","Total","Total","Total positive decisions","Person","2,775"
"2016Q3","France","Total","Total","Total","Total positive decisions","Person","6,820"
"2016Q3","Italy","Total","Total","Total","Total positive decisions","Person","8,350"
"2016Q3","Cyprus","Total","Total","Total","Total positive decisions","Person","170"
"2016Q3","Latvia","Total","Total","Total","Total positive decisions","Person","35"
"2016Q3","Lithuania","Total","Total","Total","Total positive decisions","Person","45"
"2016Q3","Luxembourg","Total","Total","Total","Total positive decisions","Person","240"
"2016Q3","Hungary","Total","Total","Total","Total positive decisions","Person","110"
"2016Q3","Malta","Total","Total","Total","Total positive decisions","Person","300"
"2016Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","4,510"
"2016Q3","Austria","Total","Total","Total","Total positive decisions","Person","7,325"
"2016Q3","Poland","Total","Total","Total","Total positive decisions","Person","95"
"2016Q3","Portugal","Total","Total","Total","Total positive decisions","Person","90"
"2016Q3","Romania","Total","Total","Total","Total positive decisions","Person","220"
"2016Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","50"
"2016Q3","Slovakia","Total","Total","Total","Total positive decisions","Person","20"
"2016Q3","Finland","Total","Total","Total","Total positive decisions","Person","1,885"
"2016Q3","Sweden","Total","Total","Total","Total positive decisions","Person","17,270"
"2016Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,120"
"2016Q3","Norway","Total","Total","Total","Total positive decisions","Person","4,475"
"2016Q4","Belgium","Total","Total","Total","Total positive decisions","Person","3,295"
"2016Q4","Bulgaria","Total","Total","Total","Total positive decisions","Person","495"
"2016Q4","Czech Republic","Total","Total","Total","Total positive decisions","Person","55"
"2016Q4","Denmark","Total","Total","Total","Total positive decisions","Person","1,190"
"2016Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","140,520"
"2016Q4","Estonia","Total","Total","Total","Total positive decisions","Person","25"
"2016Q4","Ireland","Total","Total","Total","Total positive decisions","Person","125"
"2016Q4","Greece","Total","Total","Total","Total positive decisions","Person","1,185"
"2016Q4","Spain","Total","Total","Total","Total positive decisions","Person","875"
"2016Q4","France","Total","Total","Total","Total positive decisions","Person","8,735"
"2016Q4","Italy","Total","Total","Total","Total positive decisions","Person","10,055"
"2016Q4","Cyprus","Total","Total","Total","Total positive decisions","Person","350"
"2016Q4","Latvia","Total","Total","Total","Total positive decisions","Person","55"
"2016Q4","Lithuania","Total","Total","Total","Total positive decisions","Person","120"
"2016Q4","Luxembourg","Total","Total","Total","Total positive decisions","Person","260"
"2016Q4","Hungary","Total","Total","Total","Total positive decisions","Person","65"
"2016Q4","Malta","Total","Total","Total","Total positive decisions","Person","165"
"2016Q4","Netherlands","Total","Total","Total","Total positive decisions","Person","2,010"
"2016Q4","Austria","Total","Total","Total","Total positive decisions","Person","9,420"
"2016Q4","Poland","Total","Total","Total","Total positive decisions","Person","90"
"2016Q4","Portugal","Total","Total","Total","Total positive decisions","Person","70"
"2016Q4","Romania","Total","Total","Total","Total positive decisions","Person","365"
"2016Q4","Slovenia","Total","Total","Total","Total positive decisions","Person","60"
"2016Q4","Slovakia","Total","Total","Total","Total positive decisions","Person","15"
"2016Q4","Finland","Total","Total","Total","Total positive decisions","Person","2,435"
"2016Q4","Sweden","Total","Total","Total","Total positive decisions","Person","29,100"
"2016Q4","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,580"
"2016Q4","Norway","Total","Total","Total","Total positive decisions","Person","3,140"
